Species name,Chemical name,LC50 in mg per L
Tinca tinca,MCPA,45.00000000000001
Tinca tinca,Methoxychlor,0.162
Tinca tinca,Monolinuron,25.000000000000007
Tinca tinca,"p,p'-DDT",0.37
Tinca tinca,Propoxur,7.242129614248617
Tinca tinca,Trichloroacetic acid,3419.9999999999986
Umbra pygmaea,Malathion,0.24
Xiphophorus helleri,Deltamethrin,2.87
Xiphophorus helleri,Diazinon,14.300000000000002
Xiphophorus maculatus,Deltamethrin,0.15
Xiphophorus maculatus,Diazinon,10.5
Xyrauchen texanus,Boric acid,247.4222100188113
Xyrauchen texanus,Carbaryl,4.364709800317511
Xyrauchen texanus,Permethrin,0.005963197498689849
