Water Solubility (mg/L),log Kow,Xp-6dv,BCUTi-1l,ATSC2d,PEOE_VSA6,p.Am,BCUTc-1h,ZMIC5,AATSC0v,BCUTse-1h,AATS4s,ATSC6s,GATS3p,JGI2,MATS3s,GATS3c,SlogP_VSA2,ETA_dEpsilon_D,AATS4p,VR2_A,BCUTm-1h,JGI3,MATS1v,ATSC7i,ATSC1se,ATSC3s,ATSC5i,SaasC,MATS3v,RPCG,BCUTdv-1l,GATS4c,MATS1s,GATS2c,MATS3c,ATS7m,ATSC3d,AATS0i,GATS1Z,AATSC4i,GATS4v,MATS1p,GATS4p,Kier3,BCUTv-1l,ATSC4d,ATSC7s,ATSC7d,GATS2s,JGI5,ETA_shape_p,MATS2p,ATSC5c,MATS4s,MATS1d,BCUTd-1l,MIC1,AATSC2m,Lipinski,BIC2,AMID_O,BCUTpe-1l,SlogP_VSA4,ATSC3se,ATSC4c,JGI7,MATS3i,ATSC4dv,ATSC8dv,VSA_EState4,AATSC0i,Xc-5d,BCUTc-1l,GATS2m,ATSC4s,ATSC8Z,ATSC6d,MATS1dv,ATSC5v,RNCG,ATSC2c,ATSC1i,JGI4,ATSC8i,ATSC7v,GATS4s,ATSC5d,SdssC,ATSC6Z,ATSC6i,E.Hp,ATSC4v,IC1,AXp-3dv,GATS3s,GATS3se,AETA_eta_BR,ATSC6v,GATS1p,VSA_EState5,GATS3d,AATS3v,MATS2se,ETA_psi_1,ATSC7m,NaasC,PEOE_VSA8,ATSC8p,MATS2s,ATSC1s,JGI6,ATSC5are,EState_VSA3,EState_VSA4,GATS4d,ATSC8c,AETA_beta_s,ETA_dAlpha_A,CIC4,MATS2i,ETA_dAlpha_B,GATS1d,EState_VSA2,EState_VSA6,AATS3i,ATSC7c,AETA_beta_ns_d,ATSC3dv,ATSC3m,SlogP_VSA5,E.G,RotRatio,ATSC5m,VSA_EState3,PEOE_VSA3,VSA_EState7,PEOE_VSA2,SMR_VSA1,TopoPSA,VSA_EState9,PEOE_VSA1,ATSC6dv,ETA_dEpsilon_B,TopoShapeIndex,SlogP_VSA1,TopoPSA(NO),ATSC8d,ETA_dBeta,JGI8,SsssCH,PEOE_VSA11,PEOE_VSA10,E.Hb,EState_VSA5,PEOE_VSA9,SlogP_VSA3,EState_VSA8,PEOE_VSA5,Xc-6dv,PEOE_VSA7,ETA_shape_x,SssCH2,C2SP3,EState_VSA7,PEOE_VSA4,v,NdsCH,NdO,nCl,PEOE_VSA12,C1SP3,JGI9,PEOE_VSA13,SssNH,JGI10,NsCH3,C1SP2,SssssC,SlogP_VSA7,SlogP_VSA11,n6Ring,NdssC,NsssN,NaasN,n9FARing,C3SP2,nAcid,NaaN,NdS,nHRing,n5aRing,SsOH,NdsN,SlogP_VSA8,NddssS,SsNH2,GhoseFilter,n6aHRing,NdCH2,nFAHRing,Xch-3d,nBridgehead,n5AHRing,nBase,n7Ring,NtN,p.M,NdssS,n6ARing,n10FHRing,NaaO,nBr,NssS,nG12FARing,n10FaRing,NaaS,NddC,n10FARing,n6AHRing,StCH,n3HRing,n12FaRing,SaaNH,n10FAHRing,ETA_dPsi_B,nSpiro,n9FaRing,n7FRing
89,3.51,0.29853269179484354,10.9598354250883,-0.532544378698227,17.667306958694127,146.137154374635,0.500977217201102,23.3388102526064,51.45079145639963,3.7145578743138152,3.242579458891515,-1.4676858232572063,0.916865693503736,0.04938271604938274,-0.18822105940193049,1.6377543780101316,12.197206458686718,0.03913832199546474,1.1560724817848085,4.60735763946363,35.4505169290764,0.075,-0.0328455580409515,-11.098640103962408,-0.14843738461538442,-14.547415966140246,20.609778055824396,1.2041638321995471,-0.05794675870228377,0.3259440858056343,0.7740010926926154,1.2300939278703158,-0.09154191083111732,0.6288498629482157,-0.2827966028093646,1411.4313389999998,-0.6923076923076921,162.9714402854957,0.6030938987451318,-0.28633435252258915,0.8504411949331959,-0.07295002407364273,0.965022010990972,4.888888888888889,14.701462365056113,-1.3727810650887575,-7.002647435221034,-5.207100591715976,0.4157827466407408,0.03402777777777777,0.30196629213483145,0.03333939069745422,-0.21940375419006225,0.14141633062905615,0.16489361702127653,0.9778591468641824,32.93584829257153,8.214053983934223,1,0.7579738030017639,0.2632635955266414,2.246552919760888,0,-1.5523278461538443,0.22060928044337225,0.02141203703703703,-0.04720050212452431,-1.2369785959529578,3.2065161808751528,0.6279166666666669,1.366574906138715,0,-0.47731706838359306,0.6203011386482519,9.878971265565124,59.372781065088745,-3.686390532544379,0.3644342823425285,-107.31881628203722,0.35385092258395645,0.4633552679790951,-5.276759183180831,0.03015873015873015,-6.677867864008628,-629.8692516110813,1.072599890386419,-0.1952662721893489,-0.4701234567901229,113.9940828402367,3.431154594611272,20690,216.7433654807359,3.2523057006640443,0.09160303361834986,1.0403161932796436,1.4567432490593415,0.03034472585026341,143.08967384937898,1.0189653986634284,0,0.9474734042553196,173.83434296639004,0.3493696448398802,0.5460122699386505,-352.61803851331354,2,10.710019588424888,0.05877415591055057,0.296703233552301,-3.5375910098132315,0.01820408163265306,-3.829488165680472,10.710019588424888,0,1.1034404708012675,0.02348112308157775,0.6071428571428571,0,0.6734528847818053,-0.05464924052866077,0.01564625850340137,1.0970744680851066,6.103966387748303,38.112942673227685,162.35508502381296,-0.0564773064275302,0.07142857142857142,-19.969610636277302,-512.2905432692309,13.847474399381248,5225.3979,0.14285714285714285,-933.348741587278,3.1447193877551025,4.794537184071822,-0.6005084719072815,5.316788604006331,9.53140013787187,38.33,0,4.736862953800049,-26.84118635400687,0.05927197802197792,1,5.316788604006331,38.33,-2.52662721893491,0,0.01020408163265306,-0.1303850151171586,0,0,2.768,0,6.103966387748303,4.736862953800049,5.316788604006331,0,0,32.046575604766076,0,0,1,0,0,0.070273,0,1,1,0,2,0,0,2.5684722222222223,0,2,0,0,5.022633313741326,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.8933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
